t	x0	y0	x1	y1	lam1	lam2
5.34	-0.0391403	-0.999234	0.439841	-1.87706	41.7863	25.3246
5.35	-0.00649478	-0.999979	0.504964	-1.85929	41.8907	24.5127
5.36	0.0274291	-0.999624	0.568834	-1.84039	42.1361	23.8374
5.37	0.0625256	-0.998043	0.631414	-1.82046	42.5091	23.2963
5.38	0.0986794	-0.995119	0.692669	-1.79959	42.9983	22.8874
5.39	0.135766	-0.990741	0.752564	-1.77786	43.5933	22.6087
5.4	0.173654	-0.984807	0.811065	-1.75533	44.2849	22.4583
5.41	0.212202	-0.977226	0.868133	-1.73205	45.0639	22.433
5.42	0.251264	-0.967919	0.923728	-1.70805	45.9202	22.5285
5.43	0.290685	-0.956819	0.977808	-1.68336	46.8413	22.7379
5.44	0.330306	-0.943874	1.03032	-1.658	47.8114	23.051
5.45	0.369959	-0.929048	1.08123	-1.63197	48.8091	23.4532
5.46	0.409474	-0.912322	1.13046	-1.60527	49.8061	23.9244
5.47	0.448673	-0.893696	1.17797	-1.5779	50.7656	24.4382
5.48	0.487376	-0.873192	1.22369	-1.54983	51.6416	24.9612
5.49	0.5254	-0.850855	1.26758	-1.52105	52.3791	25.4533
5.5	0.562562	-0.826755	1.30959	-1.49155	52.9161	25.8691
5.51	0.598681	-0.800987	1.34966	-1.46132	53.1877	26.1608
5.52	0.633583	-0.773675	1.38777	-1.43033	53.1322	26.2825
5.53	0.667105	-0.744964	1.4239	-1.39861	52.699	26.1952
5.54	0.699099	-0.715025	1.45806	-1.36616	51.8559	25.8724
5.55	0.729437	-0.684048	1.49026	-1.33301	50.5955	25.3043
5.56	0.758017	-0.652235	1.52053	-1.2992	48.9378	24.4996
5.57	0.784763	-0.619796	1.54895	-1.26479	46.928	23.4844
5.58	0.809628	-0.586943	1.57557	-1.22985	44.6312	22.2985
5.59	0.832595	-0.553883	1.60049	-1.19446	42.1238	20.9893
5.6	0.853672	-0.520811	1.62379	-1.15871	39.4851	19.6065
5.61	0.872894	-0.48791	1.64559	-1.12269	36.7891	18.1966
5.62	0.890315	-0.455346	1.66598	-1.08649	34.0998	16.7991
5.63	0.906006	-0.423265	1.68506	-1.05022	31.4685	15.4453
5.64	0.920052	-0.391797	1.70295	-1.01395	28.9329	14.1576
5.65	0.932545	-0.361054	1.71972	-0.977786	26.5188	12.9503
5.66	0.943586	-0.331128	1.73547	-0.9418	24.2415	11.8312
5.67	0.953276	-0.3021	1.75028	-0.906072	22.1083	10.8027
5.68	0.96172	-0.274035	1.76423	-0.870671	20.1205	9.86334
5.69	0.969019	-0.246985	1.77739	-0.835661	18.2752	9.00934
5.7	0.975276	-0.220992	1.78982	-0.8011	16.567	8.2352
5.71	0.980586	-0.19609	1.80157	-0.767042	14.9885	7.53463
5.72	0.985044	-0.172304	1.8127	-0.733532	13.532	6.90108
5.73	0.988739	-0.149651	1.82327	-0.700616	12.1894	6.32809
5.74	0.991755	-0.128145	1.8333	-0.668331	10.9528	5.80955
5.75	0.994174	-0.107792	1.84285	-0.636712	9.81466	5.3398
5.76	0.996068	-0.0885953	1.85194	-0.605791	8.76809	4.91375
5.77	0.997508	-0.0705557	1.8606	-0.575596	7.8068	4.52689
5.78	0.998559	-0.0536701	1.86888	-0.546153	6.92512	4.17529
5.79	0.99928	-0.0379335	1.87679	-0.517484	6.11804	3.85559
5.8	0.999728	-0.0233393	1.88437	-0.489611	5.38117	3.56497
5.81	0.999951	-0.00987958	1.89163	-0.462553	4.71071	3.30109
5.82	0.999997	0.00245452	1.89859	-0.436325	4.10339	3.06207
5.83	0.999907	0.0136723	1.90528	-0.410944	3.55651	2.84649
5.84	0.999717	0.0237834	1.91171	-0.386423	3.06783	2.65328
5.85	0.999462	0.0327972	1.9179	-0.362774	2.63561	2.48176
5.86	0.99917	0.0407231	1.92386	-0.340006	2.25856	2.33158
5.87	0.998868	0.0475699	1.9296	-0.318131	1.93578	2.20269
5.88	0.998576	0.0533457	1.93514	-0.297156	1.66684	2.09533
5.89	0.998313	0.058058	1.94048	-0.277089	1.45166	2.01003
5.9	0.998094	0.0617132	1.94563	-0.257935	1.29056	1.94752
5.91	0.99793	0.064317	1.9506	-0.239699	1.18422	1.9088
5.92	0.997828	0.0658738	1.95538	-0.222386	1.13365	1.89504
5.93	0.997794	0.0663873	1.95998	-0.205999	1.14015	1.90759
5.94	0.997829	0.0658601	1.9644	-0.190541	1.20528	1.94794
5.95	0.997931	0.0642937	1.96863	-0.176014	1.33079	2.01765
5.96	0.998095	0.0616892	1.97266	-0.16242	1.5185	2.11829
5.97	0.998314	0.0580467	1.97648	-0.149759	1.77026	2.25141
5.98	0.998575	0.0533661	1.98009	-0.138032	2.08772	2.41834
5.99	0.998864	0.0476472	1.98345	-0.127239	2.47221	2.62015
6	0.999164	0.0408898	1.98656	-0.117382	2.92444	2.85745
6.01	0.999452	0.0330944	1.98938	-0.108461	3.44436	3.13021
6.02	0.999706	0.0242628	1.9919	-0.100477	4.03068	3.43756
6.03	0.999896	0.014398	1.99407	-0.0934308	4.68085	3.77766
6.04	0.999994	0.00350546	1.99586	-0.0873252	5.3903	4.14729
6.05	0.999965	-0.00840682	1.99724	-0.0821633	6.15296	4.54206
6.06	0.999773	-0.0213274	1.99817	-0.0779491	6.95989	4.95573
6.07	0.999379	-0.0352412	1.9986	-0.0746883	7.80109	5.38112
6.08	0.998743	-0.0501285	1.9985	-0.0723876	8.66319	5.809
6.09	0.997822	-0.065965	1.99781	-0.0710553	9.53308	6.23
6.1	0.996573	-0.0827215	1.9965	-0.0707012	10.3946	6.63311
6.11	0.994951	-0.100364	1.99453	-0.0713364	11.2339	7.00858
6.12	0.992912	-0.118853	1.99186	-0.0729732	12.0354	7.34588
6.13	0.990412	-0.138145	1.98846	-0.0756248	12.7882	7.63745
6.14	0.987408	-0.158193	1.98429	-0.0793053	13.4805	7.87581
6.15	0.983859	-0.178947	1.97934	-0.084029	14.1076	8.0577
6.16	0.979724	-0.200351	1.9736	-0.08981	14.6641	8.18024
6.17	0.974966	-0.222353	1.96704	-0.0966622	15.1522	8.24517
6.18	0.96955	-0.244894	1.95966	-0.104599	15.5727	8.25407
6.19	0.963441	-0.26792	1.95147	-0.113632	15.9336	8.2127
6.2	0.95661	-0.291373	1.94246	-0.123772	16.2396	8.12562
6.21	0.949026	-0.315198	1.93266	-0.13503	16.5018	8.00073
6.22	0.940664	-0.339339	1.92207	-0.147412	16.7264	7.84374
6.23	0.931499	-0.363744	1.91071	-0.160925	16.9249	7.6629
6.24	0.921508	-0.38836	1.89861	-0.175574	17.1028	7.46367
6.25	0.910671	-0.413133	1.88577	-0.191363	17.2702	7.25358
6.26	0.898969	-0.438013	1.87223	-0.208293	17.4311	7.03713
6.27	0.886385	-0.462949	1.858	-0.226365	17.5933	6.82069
6.28	0.872905	-0.48789	1.8431	-0.24558	17.7587	6.60776
6.29	0.858517	-0.512786	1.82757	-0.265936	17.9331	6.40363
6.3	0.84321	-0.537584	1.81142	-0.28743	18.1162	6.21099
6.31	0.826978	-0.562234	1.79466	-0.310061	18.312	6.03432
6.32	0.809816	-0.586684	1.77732	-0.333825	18.5186	5.87586
6.33	0.791724	-0.610879	1.75941	-0.358718	18.7381	5.73961
6.34	0.772705	-0.634765	1.74094	-0.384738	18.9675	5.62762
6.35	0.752767	-0.658287	1.72193	-0.411878	19.2075	5.54367
6.36	0.731921	-0.68139	1.70238	-0.440137	19.454	5.48986
6.37	0.710186	-0.704015	1.6823	-0.469508	19.7066	5.46988
6.38	0.687584	-0.726105	1.66168	-0.499989	19.9605	5.48598
6.39	0.664146	-0.747603	1.64053	-0.531576	20.2147	5.5418
6.4	0.639908	-0.768451	1.61884	-0.564262	20.4639	5.63974
6.41	0.614916	-0.788593	1.59659	-0.598045	20.7066	5.78334
6.42	0.589219	-0.807973	1.57378	-0.632919	20.9376	5.97502
6.43	0.562879	-0.826539	1.55037	-0.668878	21.1557	6.21811
6.44	0.535965	-0.84424	1.52635	-0.705916	21.3561	6.51488
6.45	0.508554	-0.86103	1.50169	-0.744024	21.5384	6.86828
6.46	0.480731	-0.876868	1.47633	-0.783194	21.6994	7.28031
6.47	0.452593	-0.891717	1.45026	-0.823411	21.8399	7.75338
6.48	0.424241	-0.905549	1.4234	-0.864662	21.959	8.28916
6.49	0.395788	-0.918342	1.39572	-0.906926	22.0601	8.88962
6.5	0.367353	-0.930082	1.36715	-0.950181	22.1455	9.55619
6.51	0.339061	-0.940764	1.33762	-0.994395	22.222	10.2908
6.52	0.311044	-0.950395	1.30706	-1.03953	22.296	11.0951
6.53	0.28344	-0.95899	1.2754	-1.08555	22.379	11.9717
6.54	0.256391	-0.966573	1.24255	-1.1324	22.4829	12.9237
6.55	0.230039	-0.973181	1.20842	-1.18	22.6248	13.9558
6.56	0.204533	-0.97886	1.17292	-1.2283	22.8238	15.0743
6.57	0.18002	-0.983663	1.13597	-1.2772	23.1047	16.2882
6.58	0.156648	-0.987654	1.09745	-1.3266	23.4956	17.6098
6.59	0.134564	-0.990905	1.05728	-1.37638	24.0324	19.0558
6.6	0.113915	-0.99349	1.01536	-1.42639	24.7565	20.6488
6.61	0.0948447	-0.995492	0.971565	-1.47649	25.7197	22.4187
6.62	0.0774951	-0.996993	0.925809	-1.52649	26.9839	24.4041
6.63	0.0620059	-0.998076	0.877982	-1.57616	28.6258	26.6555
6.64	0.0485131	-0.998823	0.827981	-1.62526	30.7383	29.2363
6.65	0.0371486	-0.99931	0.775701	-1.67351	33.435	32.2258
6.66	0.0280373	-0.999607	0.721043	-1.72054	36.8501	35.7193
6.67	0.021294	-0.999773	0.663913	-1.76596	41.1372	39.8254
6.68	0.0170152	-0.999855	0.604228	-1.80929	46.4543	44.6553
6.69	0.0152679	-0.999883	0.541931	-1.84996	52.933	50.297
6.7	0.01607	-0.999871	0.476999	-1.88731	60.6069	56.7623
6.71	0.0193631	-0.999813	0.409474	-1.92058	69.2952	63.8981
6.72	0.0249762	-0.999688	0.339489	-1.94894	78.4381	71.2661
6.73	0.0325885	-0.999469	0.267302	-1.97153	86.9676	78.0478
6.74	0.0417036	-0.99913	0.193324	-1.98757	93.3787	83.1031
6.75	0.0516584	-0.998665	0.118116	-1.99645	96.184	85.3103
6.76	0.0616793	-0.998096	0.0423511	-1.99791	94.6315	84.1037
6.77	0.0709786	-0.997478	-0.0332667	-1.99203	89.1524	79.8053
6.78	0.0788562	-0.996886	-0.108085	-1.97926	81.0989	73.4314
6.79	0.0847687	-0.996401	-0.181569	-1.96028	72.0377	66.1651
6.8	0.0883491	-0.99609	-0.253325	-1.93591	63.1859	58.934
6.81	0.0893881	-0.995997	-0.323095	-1.90696	55.2418	52.2796
6.82	0.0877973	-0.996138	-0.390728	-1.87421	48.4781	46.424
6.83	0.0835724	-0.996502	-0.456153	-1.83834	42.9082	41.3914
6.84	0.0767627	-0.997049	-0.519353	-1.79995	38.4194	37.1087
6.85	0.0674506	-0.997723	-0.580346	-1.75954	34.8562	33.4675
6.86	0.0557382	-0.998445	-0.639175	-1.71754	32.0616	30.3567
6.87	0.0417393	-0.999129	-0.695896	-1.67433	29.8945	27.6768
6.88	0.0255753	-0.999673	-0.750578	-1.63022	28.2349	25.344
6.89	0.00737319	-0.999973	-0.803294	-1.58548	26.9837	23.291
6.9	-0.012736	-0.999919	-0.854122	-1.54035	26.0589	21.4644
6.91	-0.034617	-0.999401	-0.903145	-1.49504	25.3938	19.823
6.92	-0.0581309	-0.998309	-0.950447	-1.44972	24.9332	18.3357
6.93	-0.0831351	-0.996538	-0.996112	-1.40455	24.6317	16.9789
6.94	-0.109484	-0.993989	-1.04023	-1.35966	24.4515	15.7356
6.95	-0.137029	-0.990567	-1.08288	-1.31518	24.3613	14.5935
6.96	-0.165621	-0.986189	-1.12415	-1.27119	24.3351	13.5441
6.97	-0.195108	-0.980782	-1.16412	-1.2278	24.3516	12.5815
6.98	-0.225339	-0.97428	-1.20287	-1.18508	24.3933	11.7022
6.99	-0.256165	-0.966633	-1.24047	-1.14309	24.4465	10.9037
7	-0.287439	-0.957799	-1.277	-1.10188	24.5007	10.1845
7.01	-0.319018	-0.947749	-1.31253	-1.06151	24.5483	9.54385
7.02	-0.350764	-0.936464	-1.3471	-1.02201	24.5841	8.98092
7.03	-0.382543	-0.923938	-1.38077	-0.98341	24.6055	8.495
7.04	-0.414232	-0.910172	-1.4136	-0.94574	24.6115	8.08534
7.05	-0.44571	-0.895177	-1.44561	-0.909022	24.6034	7.7509
7.06	-0.47687	-0.878974	-1.47685	-0.873273	24.5835	7.49052
7.07	-0.507608	-0.861588	-1.50734	-0.838509	24.5556	7.30276
7.08	-0.537832	-0.843052	-1.5371	-0.804742	24.5243	7.18612
7.09	-0.567458	-0.823403	-1.56613	-0.771984	24.4951	7.13893
7.1	-0.596408	-0.802682	-1.59446	-0.740242	24.4739	7.1595
7.11	-0.624615	-0.780933	-1.62206	-0.709527	24.467	7.24614
7.12	-0.652018	-0.758203	-1.64894	-0.679844	24.4807	7.39721
7.13	-0.678565	-0.734541	-1.67509	-0.651199	24.5214	7.6111
7.14	-0.704207	-0.709995	-1.70047	-0.623599	24.595	7.88624
7.15	-0.728905	-0.684615	-1.72506	-0.597048	24.7068	8.22094
7.16	-0.752621	-0.658454	-1.74884	-0.571549	24.8614	8.61335
7.17	-0.775326	-0.631562	-1.77175	-0.547106	25.062	9.06111
7.18	-0.796991	-0.603992	-1.79376	-0.52372	25.3099	9.5611
7.19	-0.817592	-0.575798	-1.81482	-0.501392	25.6041	10.1089
7.2	-0.837109	-0.547036	-1.83487	-0.480119	25.9402	10.6983
7.21	-0.855523	-0.517766	-1.85385	-0.459898	26.3096	11.3206
7.22	-0.872816	-0.48805	-1.8717	-0.440723	26.6986	11.9637
7.23	-0.888974	-0.457957	-1.88835	-0.422585	27.0867	12.6113
7.24	-0.903986	-0.427562	-1.90374	-0.405472	27.4468	13.2425
7.25	-0.917841	-0.396947	-1.91781	-0.389368	27.7442	13.8314
7.26	-0.930534	-0.366205	-1.9305	-0.374254	27.9376	14.3476
7.27	-0.942064	-0.335433	-1.94176	-0.36011	27.9815	14.7576
7.28	-0.952435	-0.304743	-1.95155	-0.346909	27.8298	15.0276
7.29	-0.961658	-0.27425	-1.95983	-0.334626	27.4412	15.1271
7.3	-0.969756	-0.244078	-1.96662	-0.323232	26.7857	15.0335
7.31	-0.976756	-0.214352	-1.97191	-0.312701	25.8501	14.7359
7.32	-0.982701	-0.185197	-1.97574	-0.303007	24.6416	14.238
7.33	-0.987641	-0.156731	-1.97816	-0.294127	23.1884	13.5582
7.34	-0.991636	-0.129067	-1.97924	-0.286043	21.5366	12.7278
7.35	-0.994753	-0.102301	-1.97906	-0.278742	19.744	11.7865
7.36	-0.997068	-0.0765186	-1.97773	-0.272215	17.8727	10.7773
7.37	-0.998658	-0.051787	-1.97534	-0.26646	15.9822	9.74153
7.38	-0.999603	-0.0281591	-1.972	-0.261477	14.1242	8.71551
7.39	-0.999984	-0.00567235	-1.96782	-0.257272	12.3398	7.72804
7.4	-0.999878	0.0156488	-1.96288	-0.253855	10.6584	6.80001
7.41	-0.999359	0.0357914	-1.95728	-0.251236	9.09887	5.94486
7.42	-0.9985	0.0547515	-1.95111	-0.249428	7.67089	5.16974
7.43	-0.997366	0.0725328	-1.94445	-0.248443	6.37714	4.47685
7.44	-0.996019	0.0891441	-1.93737	-0.248295	5.21525	3.86487
7.45	-0.994515	0.104598	-1.92991	-0.248998	4.17954	3.33011
7.46	-0.992905	0.11891	-1.92215	-0.250564	3.26232	2.86745
7.47	-0.991237	0.132096	-1.91411	-0.253005	2.45495	2.47105
7.48	-0.989552	0.144174	-1.90585	-0.256331	1.74853	2.13484
7.49	-0.987889	0.155159	-1.89739	-0.260553	1.1344	1.85282
7.5	-0.986282	0.165069	-1.88875	-0.265678	0.604421	1.61932
7.51	-0.98476	0.173917	-1.87998	-0.271714	0.151124	1.42906
7.52	-0.983351	0.181718	-1.87107	-0.278667	-0.232203	1.27721
7.53	-0.982076	0.188483	-1.86205	-0.286542	-0.551495	1.15941
7.54	-0.980958	0.194222	-1.85292	-0.295343	-0.811942	1.07175
7.55	-0.980011	0.198942	-1.84371	-0.305072	-1.01802	1.01074
7.56	-0.979251	0.20265	-1.8344	-0.315731	-1.17354	0.973278
7.57	-0.978688	0.20535	-1.82501	-0.32732	-1.28173	0.956594
7.58	-0.978332	0.207044	-1.81554	-0.339839	-1.34525	0.958234
7.59	-0.978186	0.207732	-1.80599	-0.353286	-1.36628	0.976017
7.6	-0.978254	0.207412	-1.79636	-0.367659	-1.34655	1.00801
7.61	-0.978535	0.206081	-1.78664	-0.382955	-1.28736	1.05248
7.62	-0.979027	0.203733	-1.77684	-0.39917	-1.18969	1.10791
7.63	-0.979722	0.200361	-1.76695	-0.416299	-1.05417	1.17296
7.64	-0.980613	0.195956	-1.75697	-0.434336	-0.88111	1.24644
7.65	-0.981686	0.190508	-1.74689	-0.453276	-0.670571	1.32733
7.66	-0.982925	0.184007	-1.73671	-0.473111	-0.422347	1.41479
7.67	-0.984312	0.176439	-1.72643	-0.493834	-0.135997	1.5081
7.68	-0.985823	0.167791	-1.71603	-0.515437	0.189147	1.60674
7.69	-0.987431	0.15805	-1.70551	-0.53791	0.553972	1.71036
7.7	-0.989107	0.147199	-1.69487	-0.561246	0.959579	1.81881
7.71	-0.990815	0.135224	-1.68411	-0.585434	1.40729	1.93217
7.72	-0.992517	0.12211	-1.6732	-0.610463	1.89865	2.05076
7.73	-0.994168	0.107842	-1.66216	-0.636323	2.43546	2.17519
7.74	-0.995722	0.0924049	-1.65098	-0.663001	3.0198	2.30641
7.75	-0.997124	0.0757848	-1.63964	-0.690487	3.65407	2.44574
7.76	-0.998318	0.057969	-1.62815	-0.718765	4.34105	2.59498
7.77	-0.999241	0.0389458	-1.61649	-0.747823	5.08398	2.7564
7.78	-0.999825	0.0187056	-1.60466	-0.777645	5.88666	2.93292
7.79	-0.999996	-0.00275969	-1.59265	-0.808214	6.75359	3.12813
7.8	-0.999676	-0.0254553	-1.58046	-0.839511	7.69013	3.34648
7.81	-0.99878	-0.049384	-1.56808	-0.871516	8.70269	3.59339
7.82	-0.997218	-0.0745453	-1.55549	-0.904206	9.79905	3.87542
7.83	-0.994893	-0.100935	-1.54268	-0.937554	10.9886	4.20051
7.84	-0.991704	-0.128545	-1.52964	-0.971531	12.2829	4.57824
7.85	-0.987541	-0.157363	-1.51635	-1.0061	13.6959	5.0201
7.86	-0.982289	-0.187371	-1.5028	-1.04122	15.2448	5.53991
7.87	-0.975827	-0.218546	-1.48896	-1.07685	16.9505	6.15424
7.88	-0.968024	-0.250857	-1.4748	-1.11293	18.8387	6.88293
7.89	-0.958745	-0.284269	-1.46029	-1.1494	20.9404	7.74964
7.9	-0.947844	-0.318734	-1.44539	-1.18617	23.2928	8.7824
7.91	-0.935171	-0.354196	-1.43005	-1.22316	25.9403	10.0141
7.92	-0.920566	-0.390587	-1.41421	-1.26025	28.9342	11.4824
7.93	-0.903863	-0.427822	-1.3978	-1.29732	32.3318	13.2296
7.94	-0.88489	-0.4658	-1.38074	-1.33421	36.1935	15.2997
7.95	-0.863473	-0.504395	-1.36291	-1.37075	40.5759	17.7348
7.96	-0.839441	-0.543451	-1.34418	-1.40672	45.5186	20.5654
7.97	-0.81263	-0.582779	-1.32441	-1.44189	51.0235	23.7965
7.98	-0.7829	-0.622147	-1.30342	-1.476	57.0221	27.385
7.99	-0.750145	-0.661273	-1.281	-1.50874	63.3362	31.2125
8	-0.714316	-0.699824	-1.25691	-1.53982	69.6414	35.0598
8.01	-0.675438	-0.737417	-1.23092	-1.56894	75.4585	38.6008
8.02	-0.633636	-0.773631	-1.2028	-1.59586	80.2056	41.4386
8.03	-0.589136	-0.808034	-1.17233	-1.62037	83.327	43.1942
8.04	-0.542267	-0.840206	-1.13936	-1.64238	84.4652	43.6264
8.05	-0.493434	-0.869783	-1.10381	-1.6619	83.5884	42.7198
8.06	-0.443084	-0.89648	-1.06567	-1.67903	80.9935	40.6861
8.07	-0.391671	-0.920105	-1.02501	-1.69398	77.1846	37.8795
8.08	-0.339622	-0.940562	-0.981959	-1.70698	72.7078	34.6824
8.09	-0.287317	-0.957836	-0.936687	-1.71831	68.0261	31.4182
8.1	-0.235085	-0.971975	-0.889374	-1.72822	63.4654	28.3149
8.11	-0.183202	-0.983075	-0.840206	-1.73696	59.2174	25.5074
8.12	-0.131901	-0.991263	-0.789358	-1.74476	55.37	23.0593
8.13	-0.0813788	-0.996683	-0.736988	-1.75178	51.9423	20.9867
8.14	-0.0318049	-0.999494	-0.683238	-1.7582	48.9136	19.278
8.15	0.0166727	-0.999861	-0.628227	-1.76413	46.2438	17.9083
8.16	0.0639213	-0.997955	-0.572057	-1.76966	43.8858	16.8471
8.17	0.10982	-0.993951	-0.514812	-1.77487	41.7937	16.0634
8.18	0.154259	-0.98803	-0.45656	-1.7798	39.9259	15.528
8.19	0.197135	-0.980376	-0.397356	-1.78448	38.2474	15.2145
8.2	0.238355	-0.971178	-0.337246	-1.78891	36.7304	15.0995
8.21	0.277833	-0.960629	-0.276265	-1.79308	35.3545	15.1628
8.22	0.31549	-0.948929	-0.214443	-1.79697	34.1059	15.3872
8.23	0.351258	-0.936279	-0.151805	-1.80053	32.9778	15.7581
8.24	0.385077	-0.922884	-0.0883746	-1.8037	31.9696	16.2641
8.25	0.416898	-0.908953	-0.0241744	-1.80642	31.0865	16.8966
8.26	0.44668	-0.894694	0.0407701	-1.80861	30.3393	17.6504
8.27	0.474393	-0.880313	0.106429	-1.81015	29.7445	18.524
8.28	0.500015	-0.866017	0.172768	-1.81096	29.3238	19.5202
8.29	0.523534	-0.852005	0.239744	-1.81089	29.1051	20.6463
8.3	0.544945	-0.838472	0.307302	-1.80982	29.122	21.9156
8.31	0.56425	-0.825604	0.375377	-1.80761	29.4151	23.3472
8.32	0.581455	-0.813579	0.443889	-1.80407	30.0322	24.9674
8.33	0.596571	-0.80256	0.512739	-1.79904	31.0292	26.8098
8.34	0.609611	-0.7927	0.581807	-1.79231	32.4698	28.9153
8.35	0.620593	-0.784133	0.650947	-1.78367	34.4244	31.3308
8.36	0.629534	-0.776973	0.719983	-1.77287	36.9655	34.1053
8.37	0.636459	-0.771311	0.788699	-1.75965	40.1576	37.2821
8.38	0.641399	-0.767208	0.856834	-1.74373	44.0389	40.8842
8.39	0.6444	-0.764688	0.924073	-1.72478	48.5887	44.8901
8.4	0.645536	-0.76373	0.990039	-1.70251	53.6809	49.1987
8.41	0.644915	-0.764255	1.0543	-1.67662	59.0284	53.5887
8.42	0.642697	-0.766121	1.11635	-1.64683	64.144	57.6907
8.43	0.639107	-0.769118	1.17567	-1.61298	68.3621	61.0054
8.44	0.634436	-0.772975	1.23173	-1.575	70.969	63.0023
8.45	0.629036	-0.777376	1.28405	-1.53299	71.4305	63.2892
8.46	0.623287	-0.781993	1.33227	-1.48722	69.6097	61.7736
8.47	0.617568	-0.786518	1.37614	-1.4381	65.8249	58.7053
8.48	0.61222	-0.790687	1.4156	-1.38615	60.7059	54.5672
8.49	0.60752	-0.794304	1.4507	-1.33193	54.9535	49.8967
8.5	0.60367	-0.797234	1.48162	-1.27599	49.1508	45.1432
8.51	0.600801	-0.799399	1.50857	-1.21886	43.6857	40.6098
8.52	0.598982	-0.800763	1.53185	-1.16099	38.7625	36.461
8.53	0.598233	-0.801322	1.55171	-1.10277	34.452	32.7592
8.54	0.59854	-0.801093	1.56846	-1.04453	30.7434	29.5041
8.55	0.599866	-0.800101	1.58233	-0.986543	27.5847	26.662
8.56	0.602153	-0.798381	1.59358	-0.929027	24.9073	24.1858
8.57	0.605337	-0.795969	1.60243	-0.872168	22.6409	22.0255
8.58	0.609346	-0.792904	1.60908	-0.816115	20.7202	20.1343
8.59	0.614105	-0.789224	1.61371	-0.760991	19.0877	18.4705
8.6	0.619538	-0.784966	1.61649	-0.706895	17.6943	16.9986
8.61	0.62557	-0.780168	1.61757	-0.65391	16.499	15.6885
8.62	0.632127	-0.774865	1.61709	-0.6021	15.4673	14.5154
8.63	0.639136	-0.769093	1.61518	-0.551519	14.5711	13.4588
8.64	0.646529	-0.76289	1.61195	-0.50221	13.787	12.5017
8.65	0.654238	-0.756289	1.60752	-0.454206	13.0957	11.6304
8.66	0.662199	-0.749328	1.60197	-0.407532	12.4815	10.8333
8.67	0.670353	-0.742042	1.59541	-0.362209	11.931	10.1011
8.68	0.678643	-0.734469	1.58791	-0.318249	11.4337	9.42602
8.69	0.687014	-0.726644	1.57955	-0.275661	10.9805	8.80159
8.7	0.695418	-0.718606	1.5704	-0.23445	10.5641	8.22244
8.71	0.703807	-0.710391	1.56053	-0.194618	10.1785	7.68405
8.72	0.712139	-0.702038	1.55	-0.156162	9.81873	7.18257
8.73	0.720375	-0.693585	1.53887	-0.119079	9.48085	6.71477
8.74	0.728478	-0.68507	1.52719	-0.083362	9.16161	6.27781
8.75	0.736415	-0.67653	1.51501	-0.0490035	8.85845	5.86925
8.76	0.744159	-0.668003	1.50237	-0.0159941	8.56937	5.48693
8.77	0.751681	-0.659527	1.48931	0.0156767	8.29284	5.12893
8.78	0.758959	-0.651138	1.47588	0.0460205	8.02773	4.79353
8.79	0.765972	-0.642874	1.46209	0.0750491	7.77326	4.47913
8.8	0.772702	-0.634769	1.448	0.102775	7.52891	4.18429
8.81	0.779133	-0.626858	1.43362	0.129212	7.29444	3.90764
8.82	0.785253	-0.619175	1.41899	0.154372	7.06977	3.64791
8.83	0.791048	-0.611753	1.40413	0.178269	6.85503	3.40389
8.84	0.796511	-0.604624	1.38905	0.200916	6.65044	3.17442
8.85	0.801632	-0.597817	1.37379	0.222327	6.45637	2.95839
8.86	0.806406	-0.591363	1.35836	0.242513	6.27329	2.75472
8.87	0.810825	-0.585288	1.34277	0.261489	6.10171	2.56236
8.88	0.814887	-0.57962	1.32705	0.279267	5.94224	2.3803
8.89	0.818586	-0.574384	1.31121	0.29586	5.79551	2.20751
8.9	0.82192	-0.569603	1.29526	0.311279	5.66222	2.04303
8.91	0.824885	-0.565301	1.27921	0.325537	5.54309	1.88586
8.92	0.827478	-0.561498	1.26307	0.338646	5.43888	1.73504
8.93	0.829697	-0.558214	1.24686	0.350618	5.35038	1.58959
8.94	0.831538	-0.555467	1.23058	0.361465	5.2784	1.44856
8.95	0.832998	-0.553275	1.21425	0.371198	5.22378	1.31097
8.96	0.834073	-0.551654	1.19786	0.379828	5.18741	1.17585
8.97	0.834758	-0.550618	1.18143	0.387368	5.17021	1.04222
8.98	0.835046	-0.55018	1.16497	0.393829	5.17313	0.909076
8.99	0.834933	-0.550352	1.14847	0.399224	5.19717	0.775416
9	0.83441	-0.551145	1.13195	0.403564	5.24339	0.640212
9.01	0.833467	-0.552569	1.11541	0.406862	5.31291	0.502416
9.02	0.832096	-0.554631	1.09886	0.409131	5.4069	0.360963
9.03	0.830284	-0.55734	1.0823	0.410384	5.52662	0.214758
9.04	0.828019	-0.5607	1.06573	0.410636	5.67341	0.0626865
9.05	0.825284	-0.564717	1.04916	0.4099	5.84867	-0.0963935
9.06	0.822065	-0.569394	1.03259	0.408194	6.05393	-0.263648
9.07	0.818341	-0.574733	1.01603	0.405532	6.29077	-0.440265
9.08	0.814094	-0.580733	0.999477	0.401933	6.56091	-0.627454
9.09	0.8093	-0.587395	0.982935	0.397415	6.86613	-0.826437
9.1	0.803936	-0.594716	0.966408	0.391997	7.20831	-1.03844
9.11	0.797975	-0.602691	0.949897	0.385702	7.58942	-1.2647
9.12	0.791388	-0.611314	0.933405	0.37855	8.01148	-1.50642
9.13	0.784146	-0.620577	0.916935	0.370568	8.47658	-1.76478
9.14	0.776215	-0.630469	0.900488	0.361779	8.98683	-2.04092
